E,px,py,pz
977.44,-548.47,20.55,635.72
845.46,-525.92,138.01,411.3
607.32,319.74,124.17,-34.52
773.34,-260.66,250.66,466.14
761.24,125.55,87.66,553.21
865.52,-348.85,254.74,-559.05
772.67,83.21,211.71,543.39
521.05,-78.3,42.89,116.31
607.43,108.46,-249.88,211.6
635.89,326.6,-54.25,211.54
539.24,-177.13,17.0,95.45
1182.85,365.41,7.9,-1007.75
1432.75,-377.53,-180.31,1275.82
611.08,323.42,-135.73,19.84
580.94,-191.42,-221.8,40.73
1279.05,-53.06,505.51,1061.89
645.94,-23.84,148.77,380.18
737.97,-133.48,27.03,525.41
623.19,-266.58,194.72,171.41
752.92,205.83,-385.08,355.28
576.16,100.16,-56.59,262.16
763.71,454.38,71.3,348.86
553.38,-133.6,-135.38,141.61
588.34,-23.09,206.05,230.54
708.24,-311.21,-240.83,311.05
522.8,-5.66,-119.95,-94.37
1825.39,240.23,-261.66,1719.27
1212.98,-162.22,-409.41,1013.6
3189.1,-141.5,-171.28,3141.81
887.63,-265.93,-658.92,-181.63
1311.91,-47.74,-274.73,1180.4
1586.77,131.05,185.46,1488.72
1177.06,92.52,-109.36,1055.92
2062.89,136.59,14.16,1996.66
570.54,-235.43,-33.25,137.79
679.47,-153.55,97.74,-422.54
945.08,198.54,-207.09,-748.91
774.13,325.59,198.91,-451.33
1148.82,-156.99,377.31,-950.14
526.57,-160.67,-35.53,-14.25
796.56,-113.76,-24.34,-609.08
1009.28,-48.71,285.18,-827.61
664.96,-17.35,-57.38,434.26
620.29,-118.15,-68.09,340.83
1151.24,236.26,-71.12,1007.21
720.51,-35.42,138.43,498.72
1098.68,-157.52,122.73,-957.71
518.39,69.45,-63.42,99.43
553.13,-61.44,32.98,-226.02
724.88,-399.18,-321.93,111.65
2406.76,208.93,413.52,-2308.21
519.68,-58.09,-94.07,88.54
1133.75,-172.0,-78.73,999.81
1333.21,157.61,128.2,1219.08
512.85,89.73,-28.65,-64.37
898.79,-159.36,163.08,711.22
969.86,-434.64,-158.57,690.34
851.93,129.99,530.57,421.16
1448.2,168.03,-394.12,-1289.85
555.19,21.36,-209.61,117.64
822.28,-364.87,-281.5,462.35
1338.69,-260.45,-480.07,1115.25
1542.01,211.81,184.49,1431.4
849.48,445.57,272.27,-446.04
937.27,-95.72,-126.52,776.73
834.57,-92.2,8.1,661.78
789.39,446.65,-353.47,-220.66
664.47,213.72,-111.11,-365.38
571.33,212.66,-168.06,54.32
769.98,53.22,65.14,-579.48
711.58,6.28,195.73,-466.9
873.22,-321.09,-359.27,-529.47
1094.05,-559.21,64.45,793.77
838.35,-26.91,87.1,-666.72
636.29,-313.81,30.77,235.45
695.0,-425.09,-86.55,-211.75
530.85,162.37,-73.57,4.62
654.98,72.17,416.84,-5.54
949.75,731.13,141.09,312.36
1009.51,83.68,-53.89,871.33
1952.21,254.56,-354.28,1835.98
747.87,-113.96,158.85,520.66
641.88,12.22,-124.37,382.62
2135.19,-135.48,-593.67,1984.5
1305.65,-100.86,-200.54,1185.04
1480.69,14.91,549.39,1280.77
1315.56,-119.89,-183.9,1196.87
1457.53,-208.76,-28.48,1352.77
665.68,-436.7,44.89,20.22
966.81,185.75,-378.24,-712.15
681.72,-196.17,-362.68,-211.45
1915.94,-302.87,124.16,-1820.35
1104.59,188.29,258.46,-931.6
2464.23,86.95,17.0,2411.34
529.43,148.73,-90.39,2.85
1249.93,1023.41,-37.34,513.39
657.12,-422.55,-13.44,55.42
868.67,-349.94,74.96,613.61
1449.89,-13.56,-563.14,1238.9
780.94,-237.41,43.59,549.18
535.01,78.75,69.69,-158.68
1412.8,288.51,116.43,1284.22
2480.44,-200.57,32.42,-2421.01
723.89,-191.2,126.05,470.72
724.06,128.05,10.44,507.7
692.66,291.77,142.37,352.67
1008.61,-73.38,-160.96,857.91
568.69,45.77,-78.76,255.16
629.87,-93.22,95.45,-359.08
662.14,285.3,-250.38,-210.57
1326.38,-236.88,-498.44,1097.6
1517.5,23.29,237.71,-1412.71
1021.02,-34.67,10.86,889.48
2093.18,-482.93,-281.04,1954.27
640.77,118.27,-319.51,210.98
880.85,-178.71,335.23,617.73
1815.1,197.23,77.46,1731.96
1180.69,1.21,-49.73,1068.43
698.94,17.83,-215.52,437.9
588.5,12.48,-45.86,-306.71
1286.97,84.74,-78.17,1180.25
639.81,-370.8,105.73,103.4
870.14,39.56,451.64,549.18
1269.18,-478.76,88.21,-1060.11
1639.53,-32.21,-26.07,1560.87
1769.78,-11.95,-389.48,1652.36
1033.2,-336.11,240.71,804.11
798.48,-174.05,92.12,-590.58
1151.3,9.1,-118.39,1030.24
551.66,162.85,-165.19,-22.79
743.38,40.04,143.22,529.62
644.75,202.0,-167.82,311.02
1319.41,-97.92,-78.64,1214.52
1036.42,438.73,231.74,760.25
1298.2,39.02,535.23,1071.14
1009.61,-442.3,-238.49,718.89
677.34,321.63,-47.79,-321.04
1734.89,-103.02,-325.5,1625.82
582.42,-146.17,-135.8,-222.27
638.59,-257.29,186.6,238.27
513.71,91.53,-30.7,-67.67
598.93,-127.22,-23.58,303.27
1264.4,228.58,525.04,-1010.35
2106.93,-203.09,182.73,2028.43
2146.82,-324.31,44.32,2061.96
727.59,395.28,52.31,-346.99
601.41,90.84,-2.9,321.62
603.11,29.63,58.8,-330.77
654.56,-29.24,-219.7,-359.62
1925.95,675.32,-358.42,1695.51
1397.51,144.35,87.02,1294.07
840.93,11.58,142.37,-660.88
777.2,-22.05,20.16,594.26
836.95,89.64,-151.72,647.64
508.86,-83.49,36.9,24.63
2040.58,-348.68,118.38,1943.8
784.35,14.54,152.82,584.49
538.12,190.3,27.21,51.17
1025.06,154.48,292.76,-831.36
527.47,35.6,78.02,144.46
576.76,87.41,-248.47,-115.22
995.46,-726.25,-31.07,461.01
641.18,215.95,-270.09,203.78
848.47,-194.36,-138.38,642.63
678.91,-268.35,198.88,-315.2
1107.42,52.34,-311.12,-936.41
909.07,182.65,-364.54,-640.44
1501.27,-60.95,-7.64,1414.23
699.4,-317.2,-27.15,-371.23
758.91,-157.12,103.54,539.01
715.25,-203.08,-64.84,464.91
1109.55,-26.01,265.49,953.91
595.59,175.81,-271.47,-11.12
578.28,-37.83,-246.74,148.64
762.13,106.48,-21.04,564.86
1659.67,-472.62,497.26,-1426.14
958.03,314.65,136.13,741.81
766.52,297.29,-174.02,-467.86
972.6,-47.67,92.19,827.75
634.72,180.3,66.99,340.41
775.95,152.5,-238.14,-521.67
1959.39,49.38,98.65,1891.31
1967.3,32.76,192.12,1892.69
1352.81,195.09,-85.22,1238.86
628.04,138.54,194.51,295.65
1373.6,97.95,535.1,1157.95
1994.65,1.76,-85.58,1929.06
817.51,34.15,84.19,-640.37
540.72,35.87,-196.55,-49.61
759.53,-130.97,-206.06,516.98
612.25,89.86,274.12,204.06
840.39,230.25,-139.73,619.45
689.6,25.23,-251.29,402.19
1357.96,-251.97,-671.45,-1039.1
2120.14,92.82,84.42,-2056.51
853.43,-135.24,-175.9,655.06
514.68,-43.9,-23.39,111.46
546.85,194.05,106.68,2.74
955.83,211.77,124.26,776.74
845.45,-77.85,-98.31,670.12
642.56,-134.2,-135.35,-355.74
664.52,-14.16,-103.47,425.06
986.73,212.94,-199.29,799.11
2526.91,34.08,-183.8,-2469.88
2041.55,-222.75,-539.83,1891.27
617.51,-187.72,-47.21,-306.35
2032.58,-445.52,545.81,1839.83
542.6,-36.69,-94.01,185.0
833.25,306.74,-556.86,200.29
735.06,297.19,-23.93,448.8
624.7,203.41,297.6,-101.5
658.44,-54.85,-41.03,422.91
1172.8,212.54,-12.6,1039.29
740.05,-418.8,-316.54,-148.6
915.49,23.18,324.76,694.35
1426.33,-586.84,896.06,798.19
524.13,-17.36,126.19,-92.15
1317.13,-374.88,529.01,1031.72
758.7,224.94,-225.5,-473.47
1212.01,-162.47,-44.53,1091.14
1055.41,-118.55,-134.27,912.04
619.18,-160.17,-124.22,303.8
683.46,-60.92,-60.73,457.95
652.21,220.69,355.41,18.87
803.68,-34.92,625.45,59.11
