E,px,py,pz
716.78,318.38,-269.16,-299.94
1032.97,-83.21,-211.71,-874.8
607.72,78.3,-42.89,333.69
570.42,-108.46,249.88,34.4
1391.92,-326.6,54.25,1256.11
580.68,177.13,-17.0,-235.64
650.38,-405.02,-14.01,-93.6
981.22,377.53,180.31,733.32
617.33,-323.42,135.73,89.9
784.11,191.42,221.8,528.2
966.11,53.06,-505.51,651.94
527.61,23.84,-148.77,75.34
713.13,133.48,-27.03,489.9
683.19,266.58,-194.72,-328.28
1103.69,-205.83,385.08,-881.74
504.33,-58.11,0.66,-31.14
753.71,-531.01,3.8,-189.98
637.62,245.97,138.94,-277.04
1230.25,29.91,-130.15,1116.1
682.05,303.03,196.22,-291.32
1020.5,42.47,81.5,-884.85
640.42,-240.23,261.66,184.28
713.59,162.22,409.41,255.49
1772.74,141.5,171.28,1686.19
893.43,265.93,658.92,208.13
702.56,47.74,274.73,407.22
1507.13,-131.05,-185.46,1403.52
685.12,51.34,14.53,465.34
628.02,-136.59,-14.16,354.33
554.1,235.43,33.25,22.19
842.46,153.55,-97.74,653.15
1181.4,-121.41,294.47,-1021.89
634.99,-296.48,-149.7,-207.12
692.66,132.64,-357.19,-290.86
692.25,143.04,8.55,456.82
517.49,113.76,24.34,-65.27
612.21,48.71,-285.18,-202.75
562.07,22.26,27.5,254.31
602.25,118.15,68.09,306.78
575.72,-236.26,71.12,-143.45
1068.0,42.01,-172.49,926.88
656.83,177.68,-170.46,-347.55
527.07,-50.01,32.76,155.65
581.72,61.44,-32.98,-289.03
1101.19,428.53,366.85,802.75
1081.89,-146.47,-384.15,-866.87
1025.47,58.09,94.07,888.47
993.88,172.0,78.73,837.86
565.52,-157.61,-128.2,-168.91
604.16,-140.85,-18.57,307.93
1075.13,159.36,-163.08,924.08
948.46,434.64,158.57,-659.93
821.84,-129.99,-530.57,356.38
648.94,-157.95,359.32,-130.64
570.95,-21.36,209.61,177.75
1017.75,364.87,281.5,757.26
2016.74,329.63,517.58,1854.9
1286.71,-211.81,-184.49,1151.84
784.86,-485.96,-261.68,247.75
786.08,95.72,126.52,585.45
522.63,125.98,-9.2,-84.79
832.23,-385.97,456.38,-292.17
602.93,-315.03,72.42,-95.06
833.21,-185.86,138.84,624.84
513.86,-85.44,-57.1,-59.09
1173.16,75.21,-119.99,-1051.78
1740.03,321.09,359.27,-1595.47
1258.6,559.21,-64.45,1008.56
508.34,26.91,-87.1,9.94
906.23,312.17,18.81,-688.07
1409.79,596.99,174.5,-1162.18
688.5,-83.07,77.34,459.51
622.67,-102.94,-354.52,-37.92
1783.94,-680.25,-215.74,1556.65
890.04,-86.06,13.58,731.15
664.64,-254.56,354.28,37.76
618.9,113.96,-158.85,307.93
624.14,203.1,296.15,102.94
784.18,75.84,594.87,-72.93
767.96,100.86,200.54,537.94
750.53,-14.91,-549.39,106.07
733.21,119.89,183.9,489.29
692.83,341.05,42.69,334.48
873.23,422.25,-17.03,-577.87
811.54,-221.96,356.75,-481.72
648.53,196.17,362.68,-23.73
735.25,272.43,-97.18,-454.89
719.6,-145.0,-295.95,-399.01
1072.84,-86.95,-17.0,945.06
680.39,-148.73,90.39,-427.36
1867.09,-1163.4,26.81,1371.78
1248.17,422.55,13.44,1062.64
615.86,349.94,-74.96,-34.69
755.69,13.56,563.14,-61.33
665.43,237.41,-43.59,366.78
581.03,-78.75,-69.69,-276.65
1005.83,-288.51,-116.43,815.41
656.25,235.95,-45.44,-350.62
789.76,191.2,-126.05,566.81
517.84,-128.05,-10.44,40.65
1451.31,-291.77,-142.37,1323.22
872.04,73.38,160.96,692.22
522.86,-45.77,78.76,122.83
552.53,93.22,-95.45,-193.62
843.08,-285.3,250.38,-562.76
821.4,281.39,511.44,289.73
1281.48,-10.35,-177.33,-1166.47
875.32,30.74,28.13,717.25
764.04,482.93,281.04,-146.8
2420.14,124.03,134.7,2360.83
1264.69,178.71,-335.23,1097.78
2599.86,-197.23,-77.46,2542.51
1461.72,322.04,114.12,1330.37
1646.77,-17.83,215.52,1554.05
511.84,26.85,18.85,104.41
607.82,-84.74,78.17,325.82
1089.59,370.8,-105.73,-887.99
718.09,-39.56,-451.64,-245.17
846.51,594.35,-125.48,-312.38
604.34,32.21,26.07,336.92
653.19,45.23,396.37,-132.29
660.83,336.11,-240.71,-125.64
1210.06,421.97,-376.52,-945.74
779.59,-9.1,118.39,-586.22
1074.11,-227.8,89.65,918.58
598.53,-10.19,-139.47,-297.8
1706.85,-202.0,167.82,1610.71
1125.39,125.11,49.65,999.2
777.52,-328.78,95.74,487.11
1141.33,-39.02,-535.23,874.44
812.13,442.3,238.49,-396.29
1466.99,-163.73,181.41,-1357.33
1043.1,103.02,325.5,849.4
1230.91,146.17,135.8,-1106.95
618.96,321.7,-129.05,-113.9
550.13,-43.79,-19.85,-224.34
573.69,140.15,-11.42,-243.61
823.3,-209.69,-550.73,-283.81
847.15,203.09,-182.73,626.92
1342.61,324.31,-44.32,1202.28
916.36,-372.14,-80.53,-666.89
538.54,-95.53,-73.58,159.65
1019.81,-17.25,-134.89,-878.36
807.81,29.24,219.7,594.51
1596.08,-675.32,358.42,1308.8
1948.63,-144.35,-87.02,1875.84
557.93,22.83,-154.93,191.74
661.5,22.05,-20.16,-432.08
646.8,-89.64,151.72,370.53
718.94,83.49,-36.9,-508.48
840.19,348.68,-118.38,565.98
554.68,-14.54,-152.82,-184.67
572.96,-151.73,15.29,234.57
907.04,-134.15,-251.61,-701.02
559.17,-35.6,-78.02,-235.19
1022.5,-234.2,46.04,859.38
907.32,726.25,31.07,-211.73
931.58,-215.95,270.09,705.88
887.75,234.45,50.23,693.26
662.89,278.18,-167.95,289.54
1014.19,-102.86,347.42,-804.55
765.15,-158.62,404.93,-382.52
680.74,60.95,7.64,457.86
756.39,317.2,27.15,-469.86
874.21,157.12,-103.54,-691.98
536.82,144.15,-25.42,-129.42
606.41,26.01,-265.49,-215.8
596.02,-175.81,271.47,25.07
832.66,14.78,160.16,646.1
1922.93,-266.42,90.35,1835.35
873.75,431.7,-489.69,-295.42
654.14,-358.23,-185.54,123.07
674.99,-162.44,11.61,423.18
538.49,47.67,-92.19,170.88
589.32,-180.3,-66.99,245.55
818.32,-116.1,244.5,-588.54
893.24,-49.38,-98.65,731.92
1204.12,-88.77,-242.0,1064.64
806.46,-195.09,85.22,-595.87
901.09,-138.54,-194.51,-710.59
751.1,-97.95,-535.1,-135.01
967.42,-1.76,85.58,823.76
611.14,-34.15,-84.19,339.47
559.04,-50.29,231.82,79.08
571.15,132.69,238.6,-40.97
580.95,-89.86,-274.12,65.47
1716.8,-181.25,200.05,1620.04
721.68,-89.3,307.0,410.61
879.11,200.42,606.35,-339.12
1240.61,-93.49,-123.48,-1124.78
550.67,135.24,175.9,-63.33
592.39,73.78,-44.11,-305.84
1810.61,-194.05,-106.68,1726.06
1667.73,-211.77,-124.26,1571.95
533.34,77.85,98.31,-136.83
554.01,104.31,145.16,-158.03
606.83,40.51,132.11,314.88
757.22,-200.88,153.28,-509.45
1401.46,-3.41,198.69,-1294.06
2039.85,222.75,539.83,1889.43
584.8,146.54,45.3,-261.65
2315.45,445.52,-545.81,2148.24
750.01,36.69,94.01,549.85
1095.56,-306.74,556.86,-738.96
599.39,-297.19,23.93,142.74
968.92,-203.41,-297.6,747.58
509.2,54.85,41.03,67.79
573.13,-212.54,12.6,-182.06
637.13,-87.31,354.53,150.4
1600.88,-23.18,-324.76,1485.53
1785.45,586.84,-896.06,1338.11
745.9,17.36,-126.19,-538.65
834.18,374.88,-529.01,159.59
971.69,-224.94,225.5,-769.88
708.23,76.76,225.06,441.63
643.77,118.55,134.27,-363.82
555.41,132.19,150.51,135.46
853.32,60.92,60.73,686.12
730.22,-250.53,-386.13,267.13
1353.31,15.45,-730.08,1023.81
