EventID,PID,Layer,r[cm],phi,z[cm],E[GeV],px[GeV],py[GeV],pz[GeV]
52,4,2,12.25,-2.0967333310000003,13.0,1140.35,-352.78,-607.72,746.06
52,5,1,29.9,1.024317696,13.32,884.11,346.13,569.21,296.37
52,5,2,29.9,-2.096621856,31.76,1140.35,-352.78,-607.72,746.06
52,6,1,37.1,1.0243072234000001,16.52,884.11,346.13,569.21,296.37
52,6,2,37.1,-2.0966360076000004,39.4,1140.35,-352.78,-607.72,746.06
52,7,1,44.3,1.0242207429999999,19.72,884.11,346.13,569.21,296.37
52,7,2,44.3,-2.0965633597999997,47.04,1140.35,-352.78,-607.72,746.06
52,8,1,51.4,1.0242340836,22.88,884.11,346.13,569.21,296.37
52,8,2,51.4,-2.0965576905,54.56,1140.35,-352.78,-607.72,746.06
55,1,2,3.1,1.2322556,7.92,747.88,67.37,191.01,517.97
55,1,1,3.1,-2.1032216,15.4,1119.07,-100.27,-170.21,981.47
55,2,2,5.05,1.231683156,12.92,747.88,67.37,191.01,517.97
55,2,1,5.05,-2.1029702759999997,25.12,1119.07,-100.27,-170.21,981.47
55,3,2,8.85,1.232203932,22.64,747.88,67.37,191.01,517.97
55,3,1,8.85,-2.103390756,44.0,1119.07,-100.27,-170.21,981.47
55,4,2,12.25,1.231835934,31.36,747.88,67.37,191.01,517.97
55,4,1,12.25,-2.103263939,60.92,1119.07,-100.27,-170.21,981.47
55,5,2,29.9,1.2324106559999999,76.76,747.88,67.37,191.01,517.97
55,5,1,29.9,-2.103899424,148.88,1119.07,-100.27,-170.21,981.47
55,6,2,37.1,1.23261449,95.36,747.88,67.37,191.01,517.97
55,6,1,37.1,-2.1040591878000003,184.84,1119.07,-100.27,-170.21,981.47
55,7,2,44.3,1.2327488627999998,113.96000000000001,747.88,67.37,191.01,517.97
55,7,1,44.3,-2.1042382998,220.84,1119.07,-100.27,-170.21,981.47
55,8,2,51.4,1.2329307081,132.36,747.88,67.37,191.01,517.97
55,8,1,51.4,-2.1044292905999997,256.32,1119.07,-100.27,-170.21,981.47
56,1,2,3.1,-3.0612842000000002,-3.8000000000000003,787.7,-383.96,-30.87,-471.26
56,1,1,3.1,-0.1080643,-1.56,666.85,391.76,-42.24,-198.56
56,2,2,5.05,-3.0613861079999998,-6.2,787.7,-383.96,-30.87,-471.26
56,2,1,5.05,-0.10792079099999999,-2.56,666.85,391.76,-42.24,-198.56
56,3,2,8.85,-3.061018296,-10.84,787.7,-383.96,-30.87,-471.26
56,3,1,8.85,-0.10734468,-4.44,666.85,391.76,-42.24,-198.56
56,4,2,12.25,-3.0612225,-15.0,787.7,-383.96,-30.87,-471.26
56,4,1,12.25,-0.107346869,-6.16,666.85,391.76,-42.24,-198.56
56,5,2,29.9,-3.061013328,-36.6,787.7,-383.96,-30.87,-471.26
56,5,1,29.9,-0.107685264,-15.08,666.85,391.76,-42.24,-198.56
56,6,2,37.1,-3.0610079242,-45.4,787.7,-383.96,-30.87,-471.26
56,6,1,37.1,-0.10777357920000001,-18.72,666.85,391.76,-42.24,-198.56
56,7,2,44.3,-3.0609195708,-54.24,787.7,-383.96,-30.87,-471.26
56,7,1,44.3,-0.10783290699999999,-22.36,666.85,391.76,-42.24,-198.56
